,Gap,Cluster
269,95.99999999999999,0
270,95.99999999999999,0
271,95.99999999999999,0
272,95.99999999999999,0
273,95.99999999999999,0
274,95.99999999999999,0
275,95.99999999999999,0
276,95.99999999999999,0
277,95.99999999999999,0
278,95.99999999999999,0
279,95.99999999999999,0
280,95.99999999999999,0
281,95.99999999999999,0
282,95.99999999999999,0
283,95.99999999999999,0
284,95.99999999999999,0
285,95.99999999999999,0
286,95.99999999999999,0
287,95.99999999999999,0
288,95.99999999999999,0
289,95.99999999999999,0
290,95.99999999999999,0
291,95.99999999999999,0
292,95.99999999999999,0
293,95.99999999999999,0
294,95.99999999999999,0
295,95.99999999999999,0
296,95.99999999999999,0
297,95.99999999999999,0
298,95.99999999999999,0
299,95.99999999999999,0
300,95.99999999999999,0
301,95.99999999999999,0
302,95.99999999999999,0
303,95.99999999999999,0
304,95.99999999999999,0
305,95.99999999999999,0
306,95.99999999999999,0
307,95.99999999999999,0
308,95.99999999999999,0
309,95.99999999999999,0
310,95.99999999999999,0
311,95.99999999999999,0
312,95.99999999999999,0
313,95.99999999999999,0
314,95.99999999999999,0
315,95.99999999999999,0
316,95.99999999999999,0
317,95.99999999999999,0
318,95.99999999999999,0
319,95.99999999999999,0
320,95.99999999999999,0
321,95.99999999999999,0
322,95.99999999999999,0
323,95.99999999999999,0
324,95.99999999999999,0
325,95.99999999999999,0
326,95.99999999999999,0
327,95.99999999999999,0
328,95.99999999999999,0
329,95.99999999999999,0
330,95.99999999999999,0
331,95.99999999999999,0
332,95.99999999999999,0
333,95.99999999999999,0
334,95.99999999999999,0
335,95.99999999999999,0
336,95.99999999999999,0
337,95.99999999999999,0
338,95.99999999999999,0
339,95.99999999999999,0
340,95.99999999999999,0
341,95.99999999999999,0
342,95.99999999999999,0
343,95.99999999999999,0
344,95.99999999999999,0
345,95.99999999999999,0
346,95.99999999999999,0
347,95.99999999999999,0
348,95.99999999999999,0
349,95.99999999999999,0
350,95.99999999999999,0
351,95.99999999999999,0
352,95.99999999999999,0
353,95.99999999999999,0
354,95.99999999999999,0
355,95.99999999999999,0
356,95.99999999999999,0
357,95.99999999999999,0
358,95.99999999999999,0
359,95.99999999999999,0
360,95.99999999999999,0
361,95.99999999999999,0
362,95.99999999999999,0
363,72.0,2
364,72.0,2
365,72.0,2
366,72.0,2
367,72.0,2
368,72.0,2
369,72.0,2
370,72.0,2
371,72.0,2
372,72.0,2
373,72.0,2
374,72.0,2
375,72.0,2
376,72.0,2
377,72.0,2
378,72.0,2
379,72.0,2
380,72.0,2
381,72.0,2
382,72.0,2
383,72.0,2
384,72.0,2
385,72.0,2
386,72.0,2
387,72.0,2
388,72.0,2
389,72.0,2
390,72.0,2
391,72.0,2
392,72.0,2
393,72.0,2
394,72.0,2
395,72.0,2
396,72.0,2
397,72.0,2
398,72.0,2
399,72.0,2
400,72.0,2
401,72.0,2
402,72.0,2
403,72.0,2
404,72.0,2
405,72.0,2
406,72.0,2
407,72.0,2
408,72.0,2
409,72.0,2
410,72.0,2
411,72.0,2
412,72.0,2
413,72.0,2
414,72.0,2
415,72.0,2
416,72.0,2
417,72.0,2
418,72.0,2
419,72.0,2
420,72.0,2
421,72.0,2
422,72.0,2
423,72.0,2
424,72.0,2
